sex,Race_ethnicity,age_group,Total_cases,Total_deaths,Medcond,Month,Year,date
Other,Black,20 - 29 Years,1,0,Yes,11,2020,11/1/2020
Other,White,20 - 29 Years,1,0,Yes,11,2020,11/1/2020
Other,White,20 - 29 Years,2,0,No,11,2020,11/1/2020
Other,White,20 - 29 Years,6,0,No,12,2020,12/1/2020
Other,Other/Missing,20 - 29 Years,7,0,No,12,2020,12/1/2020
Other,White,20 - 29 Years,3,0,Yes,12,2020,12/1/2020
Other,Black,20 - 29 Years,1,0,No,12,2020,12/1/2020
Other,White,20 - 29 Years,5,0,No,1,2021,1/1/2021
Other,Other/Missing,20 - 29 Years,7,0,No,1,2021,1/1/2021
Other,White,20 - 29 Years,1,0,Yes,1,2021,1/1/2021
Other,White,20 - 29 Years,2,0,No,2,2021,2/1/2021
Other,Other/Missing,20 - 29 Years,2,0,No,2,2021,2/1/2021
Unknown,Other/Missing,20 - 29 Years,5,0,No,1,2020,1/1/2020
Unknown,Other/Missing,20 - 29 Years,6,0,No,2,2020,2/1/2020
Unknown,Other/Missing,20 - 29 Years,189,0,No,3,2020,3/1/2020
Unknown,Other/Missing,20 - 29 Years,8,0,Yes,3,2020,3/1/2020
Unknown,White,20 - 29 Years,24,0,No,3,2020,3/1/2020
Unknown,Black,20 - 29 Years,14,0,No,3,2020,3/1/2020
Unknown,Asian,20 - 29 Years,5,0,No,3,2020,3/1/2020
Unknown,Hispanic,20 - 29 Years,12,0,No,3,2020,3/1/2020
Unknown,White,20 - 29 Years,4,0,Yes,3,2020,3/1/2020
Unknown,Black,20 - 29 Years,2,0,Yes,3,2020,3/1/2020
Unknown,Hispanic,20 - 29 Years,2,0,Yes,3,2020,3/1/2020
Unknown,Black,20 - 29 Years,15,0,No,4,2020,4/1/2020
Unknown,White,20 - 29 Years,49,0,No,4,2020,4/1/2020
Unknown,Asian,20 - 29 Years,11,0,No,4,2020,4/1/2020
Unknown,Other/Missing,20 - 29 Years,445,1,No,4,2020,4/1/2020
Unknown,Hispanic,20 - 29 Years,7,0,Yes,4,2020,4/1/2020
Unknown,White,20 - 29 Years,8,0,Yes,4,2020,4/1/2020
Unknown,Other/Missing,20 - 29 Years,8,0,Yes,4,2020,4/1/2020
Unknown,Hispanic,20 - 29 Years,96,0,No,4,2020,4/1/2020
Unknown,Black,20 - 29 Years,5,0,Yes,4,2020,4/1/2020
Unknown,Asian,20 - 29 Years,1,0,Yes,4,2020,4/1/2020
Unknown,Other/Missing,20 - 29 Years,770,0,No,5,2020,5/1/2020
Unknown,White,20 - 29 Years,54,0,No,5,2020,5/1/2020
Unknown,Hispanic,20 - 29 Years,148,0,No,5,2020,5/1/2020
Unknown,Black,20 - 29 Years,46,0,No,5,2020,5/1/2020
Unknown,White,20 - 29 Years,11,0,Yes,5,2020,5/1/2020
Unknown,Hispanic,20 - 29 Years,6,0,Yes,5,2020,5/1/2020
Unknown,Other/Missing,20 - 29 Years,9,0,Yes,5,2020,5/1/2020
Unknown,Asian,20 - 29 Years,19,0,No,5,2020,5/1/2020
Unknown,Black,20 - 29 Years,4,0,Yes,5,2020,5/1/2020
Unknown,Asian,20 - 29 Years,1,0,Yes,5,2020,5/1/2020
Unknown,Hispanic,20 - 29 Years,193,0,No,6,2020,6/1/2020
Unknown,White,20 - 29 Years,187,0,No,6,2020,6/1/2020
Unknown,Other/Missing,20 - 29 Years,1186,0,No,6,2020,6/1/2020
Unknown,Asian,20 - 29 Years,25,0,No,6,2020,6/1/2020
Unknown,Hispanic,20 - 29 Years,5,0,Yes,6,2020,6/1/2020
Unknown,White,20 - 29 Years,18,0,Yes,6,2020,6/1/2020
Unknown,Other/Missing,20 - 29 Years,11,0,Yes,6,2020,6/1/2020
Unknown,Black,20 - 29 Years,2,0,Yes,6,2020,6/1/2020
Unknown,Black,20 - 29 Years,61,0,No,6,2020,6/1/2020
Unknown,Asian,20 - 29 Years,1,0,Yes,6,2020,6/1/2020
Unknown,Hispanic,20 - 29 Years,407,0,No,7,2020,7/1/2020
Unknown,White,20 - 29 Years,310,0,No,7,2020,7/1/2020
Unknown,Other/Missing,20 - 29 Years,3945,0,No,7,2020,7/1/2020
Unknown,Black,20 - 29 Years,132,0,No,7,2020,7/1/2020
Unknown,Asian,20 - 29 Years,2,0,Yes,7,2020,7/1/2020
Unknown,Other/Missing,20 - 29 Years,13,0,Yes,7,2020,7/1/2020
Unknown,White,20 - 29 Years,18,0,Yes,7,2020,7/1/2020
Unknown,Asian,20 - 29 Years,42,0,No,7,2020,7/1/2020
Unknown,Hispanic,20 - 29 Years,10,0,Yes,7,2020,7/1/2020
Unknown,Black,20 - 29 Years,3,0,Yes,7,2020,7/1/2020
Unknown,Hispanic,20 - 29 Years,262,0,No,8,2020,8/1/2020
Unknown,White,20 - 29 Years,305,0,No,8,2020,8/1/2020
Unknown,Other/Missing,20 - 29 Years,1673,0,No,8,2020,8/1/2020
Unknown,Black,20 - 29 Years,69,0,No,8,2020,8/1/2020
Unknown,Asian,20 - 29 Years,15,0,No,8,2020,8/1/2020
Unknown,Hispanic,20 - 29 Years,7,0,Yes,8,2020,8/1/2020
Unknown,White,20 - 29 Years,9,0,Yes,8,2020,8/1/2020
Unknown,Other/Missing,20 - 29 Years,8,0,Yes,8,2020,8/1/2020
Unknown,Black,20 - 29 Years,1,0,Yes,8,2020,8/1/2020
Unknown,Other/Missing,20 - 29 Years,1376,0,No,9,2020,9/1/2020
Unknown,Hispanic,20 - 29 Years,108,0,No,9,2020,9/1/2020
Unknown,White,20 - 29 Years,214,0,No,9,2020,9/1/2020
Unknown,Black,20 - 29 Years,38,0,No,9,2020,9/1/2020
Unknown,Other/Missing,20 - 29 Years,4,0,Yes,9,2020,9/1/2020
Unknown,White,20 - 29 Years,9,0,Yes,9,2020,9/1/2020
Unknown,Asian,20 - 29 Years,14,0,No,9,2020,9/1/2020
Unknown,Hispanic,20 - 29 Years,1,0,Yes,9,2020,9/1/2020
Unknown,Hispanic,20 - 29 Years,123,0,No,10,2020,10/1/2020
Unknown,Other/Missing,20 - 29 Years,2270,0,No,10,2020,10/1/2020
Unknown,White,20 - 29 Years,343,0,No,10,2020,10/1/2020
Unknown,Asian,20 - 29 Years,13,0,No,10,2020,10/1/2020
Unknown,Black,20 - 29 Years,76,0,No,10,2020,10/1/2020
Unknown,White,20 - 29 Years,6,0,Yes,10,2020,10/1/2020
Unknown,Other/Missing,20 - 29 Years,5,0,Yes,10,2020,10/1/2020
Unknown,Black,20 - 29 Years,3,0,Yes,10,2020,10/1/2020
Unknown,Asian,20 - 29 Years,1,0,Yes,10,2020,10/1/2020
Unknown,Hispanic,20 - 29 Years,3,0,Yes,10,2020,10/1/2020
Unknown,White,20 - 29 Years,688,0,No,11,2020,11/1/2020
Unknown,Other/Missing,20 - 29 Years,3401,0,No,11,2020,11/1/2020
Unknown,Hispanic,20 - 29 Years,227,0,No,11,2020,11/1/2020
Unknown,Black,20 - 29 Years,123,0,No,11,2020,11/1/2020
Unknown,Hispanic,20 - 29 Years,4,0,Yes,11,2020,11/1/2020
Unknown,Other/Missing,20 - 29 Years,3,0,Yes,11,2020,11/1/2020
Unknown,White,20 - 29 Years,12,0,Yes,11,2020,11/1/2020
Unknown,Asian,20 - 29 Years,40,0,No,11,2020,11/1/2020
Unknown,Asian,20 - 29 Years,1,0,Yes,11,2020,11/1/2020
Unknown,White,20 - 29 Years,943,0,No,12,2020,12/1/2020
Unknown,Other/Missing,20 - 29 Years,7257,0,No,12,2020,12/1/2020
Unknown,Hispanic,20 - 29 Years,245,0,No,12,2020,12/1/2020
Unknown,Asian,20 - 29 Years,191,0,No,12,2020,12/1/2020
Unknown,Hispanic,20 - 29 Years,5,0,Yes,12,2020,12/1/2020
Unknown,Other/Missing,20 - 29 Years,17,0,Yes,12,2020,12/1/2020
Unknown,White,20 - 29 Years,14,0,Yes,12,2020,12/1/2020
Unknown,Black,20 - 29 Years,199,0,No,12,2020,12/1/2020
Unknown,Asian,20 - 29 Years,4,0,Yes,12,2020,12/1/2020
Unknown,Black,20 - 29 Years,2,0,Yes,12,2020,12/1/2020
Unknown,White,20 - 29 Years,622,0,No,1,2021,1/1/2021
Unknown,Black,20 - 29 Years,175,0,No,1,2021,1/1/2021
Unknown,Hispanic,20 - 29 Years,196,0,No,1,2021,1/1/2021
Unknown,Other/Missing,20 - 29 Years,6241,0,No,1,2021,1/1/2021
Unknown,Hispanic,20 - 29 Years,34,0,Yes,1,2021,1/1/2021
Unknown,Other/Missing,20 - 29 Years,42,0,Yes,1,2021,1/1/2021
Unknown,White,20 - 29 Years,16,0,Yes,1,2021,1/1/2021
Unknown,Black,20 - 29 Years,13,0,Yes,1,2021,1/1/2021
Unknown,Asian,20 - 29 Years,157,0,No,1,2021,1/1/2021
Unknown,Asian,20 - 29 Years,4,0,Yes,1,2021,1/1/2021
Unknown,Hispanic,20 - 29 Years,40,0,No,2,2021,2/1/2021
Unknown,White,20 - 29 Years,122,0,No,2,2021,2/1/2021
Unknown,Black,20 - 29 Years,32,0,No,2,2021,2/1/2021
Unknown,Other/Missing,20 - 29 Years,9,0,Yes,2,2021,2/1/2021
Unknown,White,20 - 29 Years,5,0,Yes,2,2021,2/1/2021
Unknown,Other/Missing,20 - 29 Years,1316,0,No,2,2021,2/1/2021
Unknown,Asian,20 - 29 Years,15,0,No,2,2021,2/1/2021
Unknown,Hispanic,20 - 29 Years,3,0,Yes,2,2021,2/1/2021
Unknown,Black,20 - 29 Years,1,0,Yes,2,2021,2/1/2021
Female,Other/Missing,30 - 39 Years,129,0,No,1,2020,1/1/2020
Female,White,30 - 39 Years,83,0,No,1,2020,1/1/2020
Female,Black,30 - 39 Years,22,1,No,1,2020,1/1/2020
Female,White,30 - 39 Years,11,1,Yes,1,2020,1/1/2020
Female,Hispanic,30 - 39 Years,22,0,No,1,2020,1/1/2020
Female,Asian,30 - 39 Years,1,0,No,1,2020,1/1/2020
Female,Black,30 - 39 Years,2,0,Yes,1,2020,1/1/2020
Female,Hispanic,30 - 39 Years,25,0,No,2,2020,2/1/2020
Female,White,30 - 39 Years,69,0,No,2,2020,2/1/2020
Female,Other/Missing,30 - 39 Years,95,0,No,2,2020,2/1/2020
Female,Black,30 - 39 Years,27,2,No,2,2020,2/1/2020
Female,Other/Missing,30 - 39 Years,9,1,Yes,2,2020,2/1/2020
Female,Black,30 - 39 Years,14,3,Yes,2,2020,2/1/2020
Female,White,30 - 39 Years,20,0,Yes,2,2020,2/1/2020
Female,Hispanic,30 - 39 Years,9,0,Yes,2,2020,2/1/2020
Female,Asian,30 - 39 Years,7,0,No,2,2020,2/1/2020
Female,Asian,30 - 39 Years,5,0,Yes,2,2020,2/1/2020
Female,White,30 - 39 Years,5237,5,No,3,2020,3/1/2020
Female,Other/Missing,30 - 39 Years,13127,13,No,3,2020,3/1/2020
Female,Asian,30 - 39 Years,745,0,No,3,2020,3/1/2020
Female,Black,30 - 39 Years,2887,10,No,3,2020,3/1/2020
Female,Hispanic,30 - 39 Years,3451,5,No,3,2020,3/1/2020
Female,Other/Missing,30 - 39 Years,1484,12,Yes,3,2020,3/1/2020
Female,Hispanic,30 - 39 Years,992,22,Yes,3,2020,3/1/2020
Female,White,30 - 39 Years,1200,18,Yes,3,2020,3/1/2020
Female,Black,30 - 39 Years,869,24,Yes,3,2020,3/1/2020
Female,Asian,30 - 39 Years,141,1,Yes,3,2020,3/1/2020
Female,Black,30 - 39 Years,6072,22,No,4,2020,4/1/2020
Female,White,30 - 39 Years,7082,15,No,4,2020,4/1/2020
Female,Hispanic,30 - 39 Years,10590,29,No,4,2020,4/1/2020
Female,Other/Missing,30 - 39 Years,29130,62,No,4,2020,4/1/2020
Female,Asian,30 - 39 Years,1375,5,No,4,2020,4/1/2020
Female,White,30 - 39 Years,1673,17,Yes,4,2020,4/1/2020
Female,Other/Missing,30 - 39 Years,1850,4,Yes,4,2020,4/1/2020
Female,Black,30 - 39 Years,1541,22,Yes,4,2020,4/1/2020
Female,Hispanic,30 - 39 Years,2044,23,Yes,4,2020,4/1/2020
Female,Asian,30 - 39 Years,227,3,Yes,4,2020,4/1/2020
Female,Other/Missing,30 - 39 Years,24961,26,No,5,2020,5/1/2020
Female,Asian,30 - 39 Years,1103,3,No,5,2020,5/1/2020
Female,Hispanic,30 - 39 Years,12116,14,No,5,2020,5/1/2020
Female,Black,30 - 39 Years,5646,12,No,5,2020,5/1/2020
Female,White,30 - 39 Years,6428,8,No,5,2020,5/1/2020
Female,White,30 - 39 Years,1370,8,Yes,5,2020,5/1/2020
Female,Hispanic,30 - 39 Years,1469,3,Yes,5,2020,5/1/2020
Female,Other/Missing,30 - 39 Years,959,5,Yes,5,2020,5/1/2020
Female,Black,30 - 39 Years,1070,6,Yes,5,2020,5/1/2020
Female,Asian,30 - 39 Years,166,0,Yes,5,2020,5/1/2020
Female,Hispanic,30 - 39 Years,15705,21,No,6,2020,6/1/2020
Female,Other/Missing,30 - 39 Years,34845,25,No,6,2020,6/1/2020
Female,White,30 - 39 Years,12422,10,No,6,2020,6/1/2020
Female,Black,30 - 39 Years,7870,15,No,6,2020,6/1/2020
Female,Asian,30 - 39 Years,1353,1,No,6,2020,6/1/2020
Female,Asian,30 - 39 Years,168,1,Yes,6,2020,6/1/2020
Female,Hispanic,30 - 39 Years,1579,2,Yes,6,2020,6/1/2020
Female,Other/Missing,30 - 39 Years,955,5,Yes,6,2020,6/1/2020
Female,White,30 - 39 Years,1587,4,Yes,6,2020,6/1/2020
Female,Black,30 - 39 Years,1243,7,Yes,6,2020,6/1/2020
Female,Hispanic,30 - 39 Years,18363,18,No,7,2020,7/1/2020
Female,Asian,30 - 39 Years,1808,3,No,7,2020,7/1/2020
Female,White,30 - 39 Years,23065,22,No,7,2020,7/1/2020
Female,Other/Missing,30 - 39 Years,58687,50,No,7,2020,7/1/2020
Female,Black,30 - 39 Years,13261,36,No,7,2020,7/1/2020
Female,Hispanic,30 - 39 Years,1401,5,Yes,7,2020,7/1/2020
Female,Other/Missing,30 - 39 Years,1062,1,Yes,7,2020,7/1/2020
Female,White,30 - 39 Years,2390,4,Yes,7,2020,7/1/2020
Female,Black,30 - 39 Years,1403,6,Yes,7,2020,7/1/2020
Female,Asian,30 - 39 Years,126,0,Yes,7,2020,7/1/2020
Female,Hispanic,30 - 39 Years,12377,8,No,8,2020,8/1/2020
Female,White,30 - 39 Years,18656,17,No,8,2020,8/1/2020
Female,Other/Missing,30 - 39 Years,36401,25,No,8,2020,8/1/2020
Female,Asian,30 - 39 Years,1534,2,No,8,2020,8/1/2020
Female,Black,30 - 39 Years,8518,22,No,8,2020,8/1/2020
Female,Hispanic,30 - 39 Years,852,1,Yes,8,2020,8/1/2020
Female,Other/Missing,30 - 39 Years,617,1,Yes,8,2020,8/1/2020
Female,Asian,30 - 39 Years,110,0,Yes,8,2020,8/1/2020
Female,White,30 - 39 Years,1904,2,Yes,8,2020,8/1/2020
Female,Black,30 - 39 Years,763,4,Yes,8,2020,8/1/2020
Female,Other/Missing,30 - 39 Years,32573,13,No,9,2020,9/1/2020
Female,Hispanic,30 - 39 Years,10428,5,No,9,2020,9/1/2020
Female,Asian,30 - 39 Years,1429,0,No,9,2020,9/1/2020
Female,White,30 - 39 Years,23479,18,No,9,2020,9/1/2020
Female,Black,30 - 39 Years,6371,9,No,9,2020,9/1/2020
Female,White,30 - 39 Years,2303,6,Yes,9,2020,9/1/2020
Female,Other/Missing,30 - 39 Years,593,0,Yes,9,2020,9/1/2020
Female,Asian,30 - 39 Years,89,0,Yes,9,2020,9/1/2020
Female,Hispanic,30 - 39 Years,583,1,Yes,9,2020,9/1/2020
Female,Black,30 - 39 Years,601,5,Yes,9,2020,9/1/2020
Female,Hispanic,30 - 39 Years,18773,9,No,10,2020,10/1/2020
Female,White,30 - 39 Years,47928,23,No,10,2020,10/1/2020
Female,Other/Missing,30 - 39 Years,56324,20,No,10,2020,10/1/2020
Female,Black,30 - 39 Years,10358,15,No,10,2020,10/1/2020
Female,Asian,30 - 39 Years,2681,3,No,10,2020,10/1/2020
Female,White,30 - 39 Years,3907,2,Yes,10,2020,10/1/2020
Female,Black,30 - 39 Years,885,1,Yes,10,2020,10/1/2020
Female,Hispanic,30 - 39 Years,972,1,Yes,10,2020,10/1/2020
Female,Other/Missing,30 - 39 Years,964,3,Yes,10,2020,10/1/2020
Female,Asian,30 - 39 Years,140,1,Yes,10,2020,10/1/2020
Female,White,30 - 39 Years,96453,35,No,11,2020,11/1/2020
Female,Hispanic,30 - 39 Years,31682,19,No,11,2020,11/1/2020
Female,Other/Missing,30 - 39 Years,128916,58,No,11,2020,11/1/2020
Female,Black,30 - 39 Years,16446,20,No,11,2020,11/1/2020
Female,Asian,30 - 39 Years,6241,6,No,11,2020,11/1/2020
Female,Black,30 - 39 Years,1210,6,Yes,11,2020,11/1/2020
Female,White,30 - 39 Years,5638,15,Yes,11,2020,11/1/2020
Female,Other/Missing,30 - 39 Years,1540,3,Yes,11,2020,11/1/2020
Female,Hispanic,30 - 39 Years,1330,2,Yes,11,2020,11/1/2020
Female,Asian,30 - 39 Years,216,1,Yes,11,2020,11/1/2020
Female,Hispanic,30 - 39 Years,35404,18,No,12,2020,12/1/2020
Female,White,30 - 39 Years,113297,50,No,12,2020,12/1/2020
Female,Black,30 - 39 Years,23326,35,No,12,2020,12/1/2020
Female,Other/Missing,30 - 39 Years,208227,99,No,12,2020,12/1/2020
Female,Asian,30 - 39 Years,10533,10,No,12,2020,12/1/2020
Female,White,30 - 39 Years,5314,6,Yes,12,2020,12/1/2020
Female,Hispanic,30 - 39 Years,1965,3,Yes,12,2020,12/1/2020
Female,Other/Missing,30 - 39 Years,1894,3,Yes,12,2020,12/1/2020
Female,Black,30 - 39 Years,1621,3,Yes,12,2020,12/1/2020
Female,Asian,30 - 39 Years,359,0,Yes,12,2020,12/1/2020
Female,White,30 - 39 Years,83964,34,No,1,2021,1/1/2021
Female,Black,30 - 39 Years,22003,17,No,1,2021,1/1/2021
Female,Hispanic,30 - 39 Years,28580,8,No,1,2021,1/1/2021
Female,Other/Missing,30 - 39 Years,152964,59,No,1,2021,1/1/2021
Female,Asian,30 - 39 Years,9054,5,No,1,2021,1/1/2021
Female,White,30 - 39 Years,3833,3,Yes,1,2021,1/1/2021
Female,Hispanic,30 - 39 Years,2321,7,Yes,1,2021,1/1/2021
Female,Asian,30 - 39 Years,376,1,Yes,1,2021,1/1/2021
Female,Black,30 - 39 Years,1662,5,Yes,1,2021,1/1/2021
Female,Other/Missing,30 - 39 Years,1758,1,Yes,1,2021,1/1/2021
Female,White,30 - 39 Years,18810,8,No,2,2021,2/1/2021
Female,Other/Missing,30 - 39 Years,27712,7,No,2,2021,2/1/2021
Female,Black,30 - 39 Years,4914,1,No,2,2021,2/1/2021
Female,Hispanic,30 - 39 Years,6127,2,No,2,2021,2/1/2021
Female,Asian,30 - 39 Years,1754,0,No,2,2021,2/1/2021
Female,White,30 - 39 Years,928,1,Yes,2,2021,2/1/2021
Female,Black,30 - 39 Years,469,0,Yes,2,2021,2/1/2021
Female,Other/Missing,30 - 39 Years,464,1,Yes,2,2021,2/1/2021
Female,Hispanic,30 - 39 Years,606,1,Yes,2,2021,2/1/2021
Female,Asian,30 - 39 Years,117,0,Yes,2,2021,2/1/2021
Male,Other/Missing,30 - 39 Years,95,1,No,1,2020,1/1/2020
Male,Black,30 - 39 Years,11,0,No,1,2020,1/1/2020
Male,Hispanic,30 - 39 Years,17,0,No,1,2020,1/1/2020
Male,White,30 - 39 Years,56,0,No,1,2020,1/1/2020
Male,White,30 - 39 Years,3,0,Yes,1,2020,1/1/2020
Male,Asian,30 - 39 Years,7,0,No,1,2020,1/1/2020
Male,Other/Missing,30 - 39 Years,1,0,Yes,1,2020,1/1/2020
Male,Black,30 - 39 Years,1,0,Yes,1,2020,1/1/2020
Male,Asian,30 - 39 Years,2,0,Yes,1,2020,1/1/2020
Male,White,30 - 39 Years,70,0,No,2,2020,2/1/2020
Male,Other/Missing,30 - 39 Years,109,1,No,2,2020,2/1/2020
Male,Other/Missing,30 - 39 Years,18,1,Yes,2,2020,2/1/2020
Male,White,30 - 39 Years,16,1,Yes,2,2020,2/1/2020
Male,Asian,30 - 39 Years,2,2,Yes,2,2020,2/1/2020
Male,Hispanic,30 - 39 Years,18,0,No,2,2020,2/1/2020
Male,Asian,30 - 39 Years,7,0,No,2,2020,2/1/2020
Male,Black,30 - 39 Years,13,1,No,2,2020,2/1/2020
Male,Black,30 - 39 Years,4,0,Yes,2,2020,2/1/2020
Male,Hispanic,30 - 39 Years,1,0,Yes,2,2020,2/1/2020
Male,Other/Missing,30 - 39 Years,15181,38,No,3,2020,3/1/2020
Male,Hispanic,30 - 39 Years,3715,41,No,3,2020,3/1/2020
Male,White,30 - 39 Years,4986,17,No,3,2020,3/1/2020
Male,Black,30 - 39 Years,2096,34,No,3,2020,3/1/2020
Male,Asian,30 - 39 Years,770,7,No,3,2020,3/1/2020
Male,Other/Missing,30 - 39 Years,1321,27,Yes,3,2020,3/1/2020
Male,Hispanic,30 - 39 Years,1012,96,Yes,3,2020,3/1/2020
Male,Black,30 - 39 Years,640,56,Yes,3,2020,3/1/2020
Male,White,30 - 39 Years,835,27,Yes,3,2020,3/1/2020
Male,Asian,30 - 39 Years,132,6,Yes,3,2020,3/1/2020
Male,Hispanic,30 - 39 Years,10911,74,No,4,2020,4/1/2020
Male,White,30 - 39 Years,6127,34,No,4,2020,4/1/2020
Male,Other/Missing,30 - 39 Years,30029,126,No,4,2020,4/1/2020
Male,Black,30 - 39 Years,4612,36,No,4,2020,4/1/2020
Male,Asian,30 - 39 Years,1359,11,No,4,2020,4/1/2020
Male,Other/Missing,30 - 39 Years,1769,19,Yes,4,2020,4/1/2020
Male,Hispanic,30 - 39 Years,1714,61,Yes,4,2020,4/1/2020
Male,Black,30 - 39 Years,914,33,Yes,4,2020,4/1/2020
Male,White,30 - 39 Years,1287,28,Yes,4,2020,4/1/2020
Male,Asian,30 - 39 Years,220,4,Yes,4,2020,4/1/2020
Male,Hispanic,30 - 39 Years,13747,39,No,5,2020,5/1/2020
Male,Other/Missing,30 - 39 Years,26489,71,No,5,2020,5/1/2020
Male,White,30 - 39 Years,6240,5,No,5,2020,5/1/2020
Male,Black,30 - 39 Years,4590,23,No,5,2020,5/1/2020
Male,Asian,30 - 39 Years,1101,6,No,5,2020,5/1/2020
Male,Hispanic,30 - 39 Years,1392,24,Yes,5,2020,5/1/2020
Male,Other/Missing,30 - 39 Years,861,9,Yes,5,2020,5/1/2020
Male,Black,30 - 39 Years,765,8,Yes,5,2020,5/1/2020
Male,White,30 - 39 Years,1120,13,Yes,5,2020,5/1/2020
Male,Asian,30 - 39 Years,167,0,Yes,5,2020,5/1/2020
Male,White,30 - 39 Years,12136,18,No,6,2020,6/1/2020
Male,Other/Missing,30 - 39 Years,36706,55,No,6,2020,6/1/2020
Male,Hispanic,30 - 39 Years,15820,43,No,6,2020,6/1/2020
Male,Asian,30 - 39 Years,1284,3,No,6,2020,6/1/2020
Male,Black,30 - 39 Years,5693,31,No,6,2020,6/1/2020
Male,Black,30 - 39 Years,789,4,Yes,6,2020,6/1/2020
Male,Hispanic,30 - 39 Years,1310,9,Yes,6,2020,6/1/2020
Male,White,30 - 39 Years,1282,11,Yes,6,2020,6/1/2020
Male,Other/Missing,30 - 39 Years,858,0,Yes,6,2020,6/1/2020
Male,Asian,30 - 39 Years,182,1,Yes,6,2020,6/1/2020
Male,Other/Missing,30 - 39 Years,57872,81,No,7,2020,7/1/2020
Male,White,30 - 39 Years,21228,33,No,7,2020,7/1/2020
Male,Hispanic,30 - 39 Years,17397,54,No,7,2020,7/1/2020
Male,Asian,30 - 39 Years,1546,5,No,7,2020,7/1/2020
Male,Black,30 - 39 Years,9743,59,No,7,2020,7/1/2020
Male,Other/Missing,30 - 39 Years,841,4,Yes,7,2020,7/1/2020
Male,White,30 - 39 Years,1819,2,Yes,7,2020,7/1/2020
Male,Hispanic,30 - 39 Years,1109,8,Yes,7,2020,7/1/2020
Male,Black,30 - 39 Years,847,3,Yes,7,2020,7/1/2020
Male,Asian,30 - 39 Years,131,3,Yes,7,2020,7/1/2020
Male,Hispanic,30 - 39 Years,12177,27,No,8,2020,8/1/2020
Male,Other/Missing,30 - 39 Years,37766,52,No,8,2020,8/1/2020
Male,White,30 - 39 Years,16719,22,No,8,2020,8/1/2020
Male,Black,30 - 39 Years,6625,26,No,8,2020,8/1/2020
Male,Asian,30 - 39 Years,1336,2,No,8,2020,8/1/2020
Male,Other/Missing,30 - 39 Years,522,1,Yes,8,2020,8/1/2020
Male,Hispanic,30 - 39 Years,612,6,Yes,8,2020,8/1/2020
Male,Black,30 - 39 Years,477,6,Yes,8,2020,8/1/2020
Male,White,30 - 39 Years,1474,4,Yes,8,2020,8/1/2020
Male,Asian,30 - 39 Years,82,0,Yes,8,2020,8/1/2020
Male,Other/Missing,30 - 39 Years,34036,21,No,9,2020,9/1/2020
Male,Hispanic,30 - 39 Years,10263,22,No,9,2020,9/1/2020
Male,Asian,30 - 39 Years,1399,4,No,9,2020,9/1/2020
Male,White,30 - 39 Years,20787,16,No,9,2020,9/1/2020
Male,Black,30 - 39 Years,5252,7,No,9,2020,9/1/2020
Male,Other/Missing,30 - 39 Years,443,1,Yes,9,2020,9/1/2020
Male,White,30 - 39 Years,1638,4,Yes,9,2020,9/1/2020
Male,Black,30 - 39 Years,300,4,Yes,9,2020,9/1/2020
Male,Hispanic,30 - 39 Years,429,3,Yes,9,2020,9/1/2020
Male,Asian,30 - 39 Years,77,1,Yes,9,2020,9/1/2020
Male,Black,30 - 39 Years,7942,21,No,10,2020,10/1/2020
Male,White,30 - 39 Years,41643,35,No,10,2020,10/1/2020
Male,Other/Missing,30 - 39 Years,56555,57,No,10,2020,10/1/2020
Male,Hispanic,30 - 39 Years,17540,29,No,10,2020,10/1/2020
Male,Asian,30 - 39 Years,2369,2,No,10,2020,10/1/2020
Male,White,30 - 39 Years,2761,5,Yes,10,2020,10/1/2020
Male,Black,30 - 39 Years,541,4,Yes,10,2020,10/1/2020
Male,Hispanic,30 - 39 Years,672,1,Yes,10,2020,10/1/2020
Male,Other/Missing,30 - 39 Years,820,3,Yes,10,2020,10/1/2020
Male,Asian,30 - 39 Years,106,1,Yes,10,2020,10/1/2020
Male,Black,30 - 39 Years,12882,30,No,11,2020,11/1/2020
Male,White,30 - 39 Years,80742,62,No,11,2020,11/1/2020
Male,Hispanic,30 - 39 Years,28211,43,No,11,2020,11/1/2020
Male,Other/Missing,30 - 39 Years,126423,106,No,11,2020,11/1/2020
Male,Asian,30 - 39 Years,5759,7,No,11,2020,11/1/2020
Male,White,30 - 39 Years,3685,5,Yes,11,2020,11/1/2020
Male,Black,30 - 39 Years,663,4,Yes,11,2020,11/1/2020
Male,Other/Missing,30 - 39 Years,1123,4,Yes,11,2020,11/1/2020
Male,Hispanic,30 - 39 Years,983,3,Yes,11,2020,11/1/2020
Male,Asian,30 - 39 Years,211,0,Yes,11,2020,11/1/2020
Male,Other/Missing,30 - 39 Years,205769,217,No,12,2020,12/1/2020
Male,White,30 - 39 Years,94553,80,No,12,2020,12/1/2020
Male,Hispanic,30 - 39 Years,31339,50,No,12,2020,12/1/2020
Male,Asian,30 - 39 Years,9226,15,No,12,2020,12/1/2020
Male,Black,30 - 39 Years,18007,42,No,12,2020,12/1/2020
Male,Other/Missing,30 - 39 Years,1321,6,Yes,12,2020,12/1/2020
Male,White,30 - 39 Years,3704,10,Yes,12,2020,12/1/2020
Male,Hispanic,30 - 39 Years,1374,9,Yes,12,2020,12/1/2020
Male,Black,30 - 39 Years,859,4,Yes,12,2020,12/1/2020
